Ticker,mean_daily,std_daily,annual_return,annual_volatility,sharpe_naive,skew,kurtosis,min,max
XLK,0.0008078662592292323,0.015052278469154322,0.20358229732576655,0.23894751296564615,0.8519958831085883,-0.3181819410532367,9.320219709287441,-0.1486620996677071,0.125977696846434
XLV,0.0003446827929034771,0.01056458788563333,0.08686006381167623,0.16770763349562887,0.5179255231333292,-0.3904403279845378,8.698260280667947,-0.10381739161371584,0.07423240373123972
XLE,0.0002822706064378425,0.018495476337246634,0.07113219282233631,0.2936065846082064,0.24227042767878082,-0.8739469790518819,15.631871559061562,-0.22491003795851863,0.14874176447953397
XLF,0.0004126067024280184,0.013725797710249515,0.10397688901186064,0.21789028372380007,0.47719837357990136,-0.5645482715526114,15.147414680249891,-0.1474485723136668,0.1236025688003777
SPY,0.0005118105899458591,0.011146027679098164,0.1289762686663565,0.1769377040708171,0.728936036237564,-0.5779066479100388,14.476444896274874,-0.11588662966871573,0.09986278391659298
